"Ubicazione","Quartiere","Zona","Sottoarea","lat","lon","AttivitÃ_prevalente","Row_Number"
"VIA FIRENZE, 8/B","Savena","Mazzini","Esercizi di vicinato",44.47092073,11.386385,"",6097
"VIA DE' TOSCHI, 2/E","Santo Stefano","Galvani","Esercizi di vicinato",44.49286914,11.34547284,"",6098
"VIA GIACOMO MATTEOTTI, 36/2A","Navile","Bolognina","Esercizi di vicinato",44.51054253,11.34697763,"",6099
"VIA DELLA BARCA, 36/C","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49536043,11.29334368,"",6100
"VIA EMILIA PONENTE, 325","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51234578,11.28787557,"",6101
"VIA FRANCESCO BARBIERI, 115/E","Navile","Bolognina","Esercizi di vicinato",44.51697789,11.33963467,"",6102
"PIAZZA DELLA COSTITUZIONE, 8/3","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.51089041,11.36187164,"",6103
"VIA ARNO, 34/B","Savena","Mazzini","Esercizi di vicinato",44.47308229,11.38777885,"",6104
"VIA CARLO ALBERTO PIZZARDI, 2/D","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.4913302,11.36469278,"",6105
"VIA S.DONATO, 178/2","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.51781485,11.39437372,"",6106
"VIA S.MAMOLO, 27","Santo Stefano","Colli","Esercizi di vicinato",44.4854517,11.33935646,"",6107
"VIA ISABELLA ANDREINI, 17/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50363225,11.37337778,"Materiale hardware e software",6108
"VIA DELL'ABBADIA, 4/a","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49706687,11.33402931,"",6109
"VIA GIUSEPPE BOSI, 2","Savena","S. Ruffillo","Esercizi di vicinato",44.45220305,11.36349062,"",6110
"VIA S.ANNA, 50/B","Navile","Corticella","Esercizi di vicinato",44.54784777,11.35807979,"",6111
"VIA S.PETRONIO VECCHIO, 3","Santo Stefano","Galvani","Esercizi di vicinato",44.49033933,11.35157498,"",6112
"VIA DE' CARRACCI, 75","Navile","Lame","Esercizi di vicinato",44.50892166,11.33171817,"",6113
"VIA CARLO PORTA, 7/B","Navile","Corticella","Esercizi di vicinato",44.53116916,11.35111118,"",6114
"VIA RIVA DI RENO, 45","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49853854,11.33651127,"",6115
"VIA ARISTOTILE FIORAVANTI, 25/A","Navile","Bolognina","Esercizi di vicinato",44.50878171,11.34065207,"",6116
"VIA DI CORTICELLA, 16/A","Navile","Bolognina","Esercizi di vicinato",44.51257123,11.34679181,"",6117
"VIA GIACOMO MATTEOTTI, 23/D","Navile","Bolognina","Esercizi di vicinato",44.50765908,11.34647765,"",6118
"VIA EMILIA LEVANTE, 35/E","Savena","Mazzini","Esercizi di vicinato",44.48209777,11.37798586,"Abbigliamento intimo",6119
"VIA DEL BORGO DI S.PIETRO, 13/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49892124,11.34836982,"",6120
"VIA ERCOLE NANI, 19/B","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51898878,11.27714127,"",6121
"VIA S.CARLO, 8/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4993522,11.33996262,"",6122
"CORTE DE' GALLUZZI, 8","Santo Stefano","Galvani","Esercizi di vicinato",44.49202573,11.34206226,"",6123
"VIA DEI VESTIARI, 5","Navile","Corticella","Esercizi di vicinato",44.53285114,11.34661878,"",6124
"VIA DEGLI ORTI, 16","Santo Stefano","Murri","Esercizi di vicinato",44.4783719,11.36793081,"",6125
"PIAZZA TRENTO E TRIESTE, 1/A","Santo Stefano","Murri","Esercizi di vicinato",44.4877188,11.36244368,"",6126
"VIA BATTINDARNO, 376/C","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49552369,11.2945157,"",6127
"VIA FRANCESCO ZANARDI, 56/4","Navile","Lame","Esercizi di vicinato",44.51422521,11.32427564,"",6128
"VIA GIOVANNI ANTONIO SACCO, 3/B","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50532465,11.35816996,"",6129
"VIA DON LUIGI STURZO, 35/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.48890052,11.29721342,"",6130
"VIA DELL'INFERNO, 20/2","Santo Stefano","Irnerio","Esercizi di vicinato",44.49591424,11.34671507,"",6131
"VIA DELLE LAME, 36/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49785786,11.33608546,"",6132
"VIA PELLEGRINO TIBALDI, 31/E","Navile","Bolognina","Esercizi di vicinato",44.5118189,11.3417411,"",6133
"VIA GUGLIELMO MARCONI, 45","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49927475,11.33882245,"",6134
"VIA DELLE BELLE ARTI, 9/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49747529,11.34840468,"",6135
"VIA TOSCANA, 56/D","Savena","S. Ruffillo","Esercizi di vicinato",44.46315309,11.37101543,"",6136
"VIA CADUTI DI AMOLA, 17","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51361569,11.28072901,"",6137
"VIA LAURA BASSI VERATTI, 34","Santo Stefano","Murri","Esercizi di vicinato",44.48114032,11.36639034,"",6138
"VIA PIETRO ALBERTONI, 19/2","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49168328,11.36474056,"Oggettistica",6139
"VIA SARAGOZZA, 43","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49011419,11.3337673,"",6140
"VIA TINTORETTO, 1","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49949534,11.2971367,"",6141
"VIA MASSENZIO MASIA, 18/B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49733822,11.36348031,"",6142
"VIA DUE PORTONI, 9/A","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.5292146,11.27279112,"",6143
"VIA DEL FAGGIOLO, 59/B","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.5093788,11.28273923,"",6144
"VIA GIUSEPPE CESARE ABBA, 20","Savena","S. Ruffillo","Phone center/Internet point",44.46357137,11.37788645,"",6145
"VIA EMILIA LEVANTE, 61/A","Savena","Mazzini","Esercizi di vicinato",44.48133001,11.37988872,"",6146
"VIA GUGLIELMO MARCONI, 42/B","Porto - Saragozza","Marconi","Phone center/Internet point",44.50160941,11.33953875,"",6147
"VIA NAZARIO SAURO, 5/C","Porto - Saragozza","Marconi","Phone center/Internet point",44.49671191,11.33942589,"",6148
"VIA AURELIO SAFFI, 45/A","Porto - Saragozza","Saffi","Phone center/Internet point",44.50030351,11.32465332,"",6149
"VIA DI CORTICELLA, 86","Navile","Bolognina","Esercizi di vicinato",44.51566181,11.34758407,"",6150
"VIA S.VITALE, 49/A","Santo Stefano","Irnerio","Phone center/Internet point",44.49407151,11.35289024,"",6151
"VIA FERRARESE, 6/A","Navile","Bolognina","Phone center/Internet point",44.51051128,11.34773666,"",6152
"VIA STALINGRADO, 105","Navile","Corticella","Esercizi di vicinato",44.52959584,11.3672209,"",6153
"VIA GIUSEPPE DAGNINI, 1/D","Santo Stefano","Murri","Esercizi di vicinato",44.47667502,11.36704623,"",6154
"VIA LUIGI PIRANDELLO, 4","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.51262042,11.38794789,"",6155
"VIA S.STEFANO, 144/C","Santo Stefano","Galvani","Phone center/Internet point",44.48581519,11.35481749,"",6156
"VIA CARLO SIGONIO, 4/B","Santo Stefano","Murri","Esercizi di vicinato",44.4839101,11.3723795,"",6157
"VIA EMILIA LEVANTE, 146/2B","Savena","Mazzini","Esercizi di vicinato",44.48004849,11.38384175,"",6158
"VIA DELLA BARCA, 3","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49296614,11.30077851,"",6159
"VIA TOSCANA, 140/A","Savena","S. Ruffillo","Esercizi di vicinato",44.45727232,11.3697885,"",6160
"VIA GALLIERA, 50","Porto - Saragozza","Marconi","Medie strutture di vendita",44.50112127,11.3432292,"",6161
"VIA EMILIA PONENTE, 64","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.505617,11.30884351,"",6162
"VIA AUGUSTO RIGHI, 26/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49891592,11.34572754,"",6163
"VIA GIACOMO MATTEOTTI, 18/D","Navile","Bolognina","Esercizi di vicinato",44.50841552,11.34637794,"",6164
"VIA DELL'INDIPENDENZA, 71/V","Santo Stefano","Irnerio","Esercizi di vicinato",44.50260702,11.34492532,"Abbigliamento",6165
"VIA GUGLIELMO MARCONI, 49","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49989412,11.3391076,"",6166
"VIA BATTINDARNO, 139","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49957103,11.29540323,"",6167
"VIA DEL TRIUMVIRATO, 91/E","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.52097766,11.29487239,"",6168
"VIA PADRE FRANCESCO GRIMALDI, 6","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49917444,11.33388719,"",6169
"VIA DELL'INDIPENDENZA, 37","Santo Stefano","Irnerio","Esercizi di vicinato",44.49862847,11.34381379,"",6170
"VIA DI CORTICELLA, 19/D","Navile","Bolognina","Esercizi di vicinato",44.51348062,11.34758952,"",6171
"VIA GIUSEPPE MASSARENTI, 78/D","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49298955,11.3615332,"Oggetti preziosi",6172
"VIA VITTORIO VENETO, 36/B","Porto - Saragozza","Saffi","Esercizi di vicinato",44.49735871,11.31919955,"",6173
"VIA CADUTI DI CEFALONIA, 3/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49489616,11.34419114,"",6174
"VIA DELLE BELLE ARTI, 10","Santo Stefano","Irnerio","Esercizi di vicinato",44.49774235,11.3492501,"",6175
"VIA DE' TOSCHI, 2/H","Santo Stefano","Galvani","Esercizi di vicinato",44.49276448,11.34543557,"",6176
"VIA UGO BASSI, 25","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49578087,11.33809174,"",6177
"VIA EMILIA LEVANTE, 37/G","Savena","Mazzini","Esercizi di vicinato",44.48200059,11.37806454,"",6178
"VIA PORTANOVA, 7","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.4943701,11.33715646,"",6179
"VIA ANGELO VENTUROLI, 38/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49116302,11.37115525,"",6180
"VIA CASTIGLIONE, 51/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48759554,11.34795421,"",6181
"VIA S.DONATO, 112","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50545069,11.37153682,"",6182
"VIA S.STEFANO, 19/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49180691,11.34826631,"",6183
"VIA GIUSEPPE MASSARENTI, 191/C","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49318741,11.38399077,"",6184
"VIA DELLA PIETRA, 23/E","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.50975868,11.28503758,"Carne e prodotti a base di carne",6185
"VIA BELLARIA, 33","Savena","Mazzini","Esercizi di vicinato",44.47691854,11.38541708,"",6186
"VIA ALFONSO RUBBIANI, 3","Santo Stefano","Galvani","Esercizi di vicinato",44.48742374,11.34475382,"",6187
"VIA FERRARESE, 34/A","Navile","Bolognina","Esercizi di vicinato",44.5145526,11.35275535,"",6188
"PIAZZA DEI MARTIRI 1943-1945, 1/2","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50170679,11.34012329,"",6189
"VIA DELL'INDIPENDENZA, 13/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.4964337,11.34316922,"",6190
"VIA DELLA COOPERAZIONE, 30/2","Navile","Corticella","Medie strutture di vendita",44.53620188,11.3452962,"",6191
"VIA LAURA BASSI VERATTI, 22/2","Santo Stefano","Murri","Esercizi di vicinato",44.48230463,11.36708278,"",6192
"VIA CLAUDIO TREVES, 44/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.48896774,11.29578816,"",6193
"VIA MASCARELLA, 59/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.50040855,11.35113927,"",6194
"VIA DEGLI ORTOLANI, 12/2","Savena","Mazzini","Esercizi di vicinato",44.47456132,11.3810373,"",6195
"VIA MAZZINI, 118/P","Santo Stefano","Murri","Esercizi di vicinato",44.48725495,11.36526605,"",6196
"VIA FRANCESCO FLORA, 6","Navile","Bolognina","Esercizi di vicinato",44.51585345,11.33854797,"",6197
"VIA GIACOMO MATTEOTTI, 1","Santo Stefano","Irnerio","Esercizi di vicinato",44.50515074,11.34575541,"",6198
"VIA EMILIA PONENTE, 261","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.50917888,11.29606869,"",6199
"VIA DEGLI ORTI, 15","Santo Stefano","Murri","Esercizi di vicinato",44.47772449,11.36882613,"",6200
"VIA STALINGRADO, 19/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50734312,11.35550518,"",6201
"VIA DEGLI OREFICI, 2/D","Santo Stefano","Galvani","Esercizi di vicinato",44.49416386,11.34411035,"",6202
"VIA PELLIZZA DA VOLPEDO, 22","Santo Stefano","Murri","Esercizi di vicinato",44.48141882,11.37361501,"",6203
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"",6204
"VIA PESCHERIE VECCHIE, 18","Santo Stefano","Galvani","Esercizi di vicinato",44.49356814,11.34502593,"",6205
"GALLERIA DEL TORO, 3","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49550449,11.33710381,"",6206
"VIA DELL'INDIPENDENZA, 44/G","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49938877,11.34371497,"",6207
"VIA GIUSEPPE BENTIVOGLI, 32","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49541605,11.3642482,"",6208
"VIA NINO BERTOCCHI, 67","Borgo Panigale - Reno","Barca","Medie strutture di vendita",44.50092405,11.28995377,"",6209
"VIA GIACOMO MATTEOTTI, 33/3A","Navile","Bolognina","Esercizi di vicinato",44.50975185,11.34706009,"",6210
"VIA DRAPPERIE, 5/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49361033,11.34512527,"",6211
"VIA AMEDEO LIPPARINI, 4/A","Navile","Corticella","Esercizi di vicinato",44.54110706,11.35698472,"",6212
"VIA S.FELICE, 50/B","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49731756,11.33234495,"",6213
"VIA PELAGIO PALAGI, 9","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48844031,11.36686953,"",6214
"VIA GIUSEPPE DAGNINI, 30","Santo Stefano","Murri","Esercizi di vicinato",44.48024937,11.36991924,"",6215
"VIA ANDREA COSTA, 67/C","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49535039,11.32351197,"",6216
"VIA ALFREDO PROTTI, 11/D","Santo Stefano","Murri","Esercizi di vicinato",44.48212299,11.37361932,"Detersivi",6217
"VIA S.ISAIA, 33/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49407468,11.33219746,"Giocattoli",6218
"VIA DELLE FONTI, 61/A","Navile","Corticella","Esercizi di vicinato",44.54816458,11.3547102,"",6219
"P.ZZA GIOVANNI XXIII, 15/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49519497,11.28481087,"",6220
"VIA ALFREDO TESTONI, 1/F","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49524818,11.3375481,"",6221
"VIA CESARE BATTISTI, 19/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.4937013,11.33838288,"",6222
"VIA CASTIGLIONE, 49/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48787529,11.34784282,"",6223
"VIA S.STEFANO, 46/B","Santo Stefano","Galvani","Esercizi di vicinato",44.48958187,11.3509152,"",6224
"VIA GALLIERA, 62","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50199107,11.34364547,"",6225
"VIA TOSCANA, 92","Savena","S. Ruffillo","Esercizi di vicinato",44.46064276,11.3705565,"",6226
"VIA MARCO EMILIO LEPIDO, 203/20","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.52522847,11.25330456,"",6227
"VIA D'AZEGLIO, 14","Santo Stefano","Galvani","Esercizi di vicinato",44.4926806,11.34207868,"",6228
"VIA GUGLIELMO OBERDAN, 30/F","Santo Stefano","Irnerio","Esercizi di vicinato",44.4982988,11.34625319,"Oggetti preziosi",6229
"VIA FRANCESCO ZANARDI, 16/F","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50474417,11.33166474,"",6230
"VIA DELL'INDIPENDENZA, 3","Santo Stefano","Irnerio","Esercizi di vicinato",44.49518054,11.34281273,"Alimentari confezionati",6231
"VIA DELLA COOPERAZIONE, 32","Navile","Corticella","Medie strutture di vendita",44.53597397,11.34603052,"",6232
"VIA SESTO SAN GIOVANNI, 1","Savena","Mazzini","Esercizi di vicinato",44.4703139,11.38300311,"",6233
"VIA ARISTOTILE FIORAVANTI, 37/A","Navile","Bolognina","Esercizi di vicinato",44.51097216,11.34122255,"",6234
"VIA NAZARIO SAURO, 10","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49637994,11.33918276,"",6235
"VIA DEL TIPOGRAFO, 6","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50077409,11.41268622,"",6236
"VIA ANDREA COSTA, 68","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49532952,11.3219109,"",6237
"VIA S.MAMOLO, 1","Santo Stefano","Colli","Esercizi di vicinato",44.48620846,11.33943563,"",6238
"VIA EMILIA LEVANTE, 113","Savena","Mazzini","Esercizi di vicinato",44.47965563,11.38434154,"",6239
"VIA S.STEFANO, 78/B","Santo Stefano","Galvani","Esercizi di vicinato",44.4878872,11.35255174,"",6240
"VIA FERRARESE, 60","Navile","Bolognina","Esercizi di vicinato",44.51630414,11.35422818,"",6241
"VIA S.DONATO, 66/14","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50382856,11.36454911,"",6242
"VIA IRNERIO, 20/F","Santo Stefano","Irnerio","Esercizi di vicinato",44.4998665,11.35023194,"",6243
"VIA DRAPPERIE, 12/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49331341,11.34514669,"",6244
"VIA TOSCANA, 33/2","Savena","S. Ruffillo","Esercizi di vicinato",44.46732199,11.37054735,"",6245
"PIAZZA DI PORTA MAGGIORE, 3/A","Santo Stefano","Murri","Esercizi di vicinato",44.49017745,11.35783103,"",6246
"VIA LUIGI LONGO, 2/A","Savena","Mazzini","Esercizi di vicinato",44.46881387,11.38565599,"",6247
"VIA FRANCESCO ZANARDI, 189/C","Navile","Lame","Esercizi di vicinato",44.52276814,11.31998738,"",6248
"VIA S.STEFANO, 38","Santo Stefano","Galvani","Esercizi di vicinato",44.49025136,11.35016517,"",6249
"VIALE PIETRO PIETRAMELLARA, 4/C","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50303938,11.33381483,"",6250
"VIA DEL TRIUMVIRATO, 1/6","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51168628,11.29134728,"",6251
"VIA ANTONIO BONDI, 61/4E","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49236234,11.37120162,"",6252
"VIA BATTINDARNO, 256","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.50285907,11.29900406,"",6253
"VIA FERRUCCIO GARAVAGLIA, 2","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50512438,11.3662891,"",6254
"VIA GIUSEPPE MASSARENTI, 428","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.493431,11.38498638,"",6255
"VIA FRANCESCO RIZZOLI, 38","Santo Stefano","Irnerio","Esercizi di vicinato",44.49440259,11.34609946,"",6256
"VIA MAZZINI, 41","Santo Stefano","Murri","Esercizi di vicinato",44.48827775,11.36180832,"",6257
"VIA SARAGOZZA, 112/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49032054,11.32843223,"",6258
"VIA BERRETTA ROSSA, 66/2","Borgo Panigale - Reno","S. Viola","Medie strutture di vendita",44.5031085,11.30762682,"",6259
"VIA PORRETTANA, 64/2","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49085146,11.30689582,"",6260
"VIA GUGLIELMO MARCONI, 3","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49627838,11.33744024,"",6261
"VIA LAURA BASSI VERATTI, 24/A","Santo Stefano","Murri","Esercizi di vicinato",44.48207192,11.36696186,"",6262
"VIA DELLE MOLINE, 20/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49832438,11.34692653,"",6263
"VIA DELLE MOLINE, 2/G","Santo Stefano","Irnerio","Esercizi di vicinato",44.49779061,11.34804303,"",6264
"VIA EMILIA PONENTE, 341","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51300991,11.2870588,"",6265
"VIA NICOLO' DALL'ARCA, 65/2B","Navile","Bolognina","Esercizi di vicinato",44.51433371,11.34400267,"",6266
"VIA EMILIA PONENTE, 36","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50477129,11.31124539,"",6267
"VIA INNOCENZO MALVASIA, 16/A","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50188375,11.32667994,"",6268
"VIA MASSENZIO MASIA, 18","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49733275,11.36340525,"",6269
"VIA MAZZINI, 59/2","Santo Stefano","Murri","Esercizi di vicinato",44.48733161,11.36427434,"",6270
"VIA S.STEFANO, 68/B","Santo Stefano","Galvani","Esercizi di vicinato",44.48822212,11.35220126,"",6271
"VIA GUERRAZZI, 18","Santo Stefano","Galvani","Esercizi di vicinato",44.49097161,11.35114937,"",6272
"VIA DELLA BARCA, 8","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49282423,11.3002452,"",6273
"VIA GIACOMO MATTEOTTI, 20/D","Navile","Bolognina","Esercizi di vicinato",44.5085263,11.34641095,"",6274
"VIA CLAVATURE, 9/D","Santo Stefano","Galvani","Esercizi di vicinato",44.4931704,11.34494072,"",6275
"VIA NOSADELLA, 7/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49289026,11.33552728,"",6276
"VIA RIZZOLI, 5/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49436539,11.34483496,"",6277
"VIA CLAVATURE, 20/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49315708,11.34554955,"",6278
"VIA SARAGOZZA, 85/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49055843,11.32830211,"",6279
"VIA OLEARI, 2/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49528198,11.3410218,"",6280
"VIA DELLE BELLE ARTI, 16/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49775331,11.35001177,"",6281
"VIA D'AZEGLIO, 3/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49336649,11.34216639,"",6282
"VIA TOSCANA, 152/E","Savena","S. Ruffillo","Esercizi di vicinato",44.45656955,11.36941606,"",6283
"VIA DEGLI OREFICI, 5/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49400915,11.34424463,"",6284
"VIA FEDERICO VENTURINI, 5/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49949663,11.34571351,"",6285
"VIA GIUSEPPE GIOANNETTI, 7","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50503421,11.3651675,"",6286
"PIAZZA MAGGIORE, 2/I","Santo Stefano","Galvani","Esercizi di vicinato",44.4938531,11.34385678,"",6287
"VIA NUOVA, 17","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.49809294,11.37328594,"",6288
"VIA DEL BORGO DI S.PIETRO, 59/E","Santo Stefano","Irnerio","Esercizi di vicinato",44.50037705,11.34935196,"",6289
"VIA GUERRAZZI, 22/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49070017,11.35095789,"",6290
"VIA ARNO, 1/E","Savena","Mazzini","Esercizi di vicinato",44.47719288,11.39034001,"",6291
"VIA DE' CASTAGNOLI, 14/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49730674,11.34870331,"",6292
"VIA AGOSTINO BARELLI, 5","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49635149,11.40030726,"",6293
"VIA RIVA DI RENO, 104","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49901762,11.33995638,"",6294
"VIA FRANCESCA E.DE GIOVANNI, 22","Navile","Bolognina","Esercizi di vicinato",44.52399595,11.34645809,"",6295
"VIA FOSSA CAVA, 9","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.5450983,11.28182706,"",6296
"VIA S.DONATO, 33","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.5025386,11.36260779,"",6297
"VIA ALESSANDRO TIARINI, 6/2","Navile","Bolognina","Esercizi di vicinato",44.50841098,11.34399354,"",6298
"VIA PELAGIO PALAGI, 36","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49172044,11.36580456,"",6299
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"",6300
"VIA EMILIA LEVANTE, 35/D","Savena","Mazzini","Esercizi di vicinato",44.48212186,11.37791844,"",6301
"VIA CORIOLANO VIGHI, 23/D","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49736859,11.28323264,"",6302
"PIAZZA MAGGIORE, 2/B","Santo Stefano","Galvani","Esercizi di vicinato",44.4940274,11.34389188,"",6303
"VIA IRNERIO, 5/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.50057658,11.34636688,"",6304
"VIA MAZZINI, 132/E","Santo Stefano","Murri","Esercizi di vicinato",44.487053,11.36551776,"",6305
"VIA RIVA DI RENO, 100/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49901178,11.33965252,"",6306
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"",6307
"VIALE PIETRO PIETRAMELLARA, 35","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50537901,11.34078135,"",6308
"VIA DE' FOSCHERARI, 19/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49244532,11.34485455,"",6309
"VIA AURELIO SAFFI, 11","Porto - Saragozza","Saffi","Medie strutture di vendita",44.5004137,11.32644387,"",6310
"VIA FRANCESCO ZANARDI, 4/B","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50328244,11.33257105,"",6311
"VIA SARAGOZZA, 153/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.48980215,11.32130921,"Latte e latticini",6312
"VIA DEL FRESATORE, 7","San Donato - San Vitale","S. Vitale","Ingrosso",44.50147671,11.40750491,"Settore non alimentare",6313
"VIA AURELIO SAFFI, 15","Porto - Saragozza","Saffi","Esercizi di vicinato",44.49993903,11.32578819,"Gadget",6314
"VIA UGO BASSI, 3/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49525715,11.34086867,"Ottica",6315
"VIA GALLIERA, 85/C","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50212481,11.34393664,"Prodotti ortofrutticoli",6316
"VIA SARAGOZZA, 25","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49021599,11.33529426,"Carne e prodotti a base di carne",6317
"VIA FILIPPO BEROALDO, 1/B","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50370904,11.36500392,"Detersivi",6318
"VIA ARISTOTILE FIORAVANTI, 46/B","Navile","Bolognina","Esercizi di vicinato",44.51382609,11.34184055,"Schede telefoniche telefoni cellulari",6319
